code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_date,report_type,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz002685,2012-06-12,9.01,9.54,8.88,9.08,-0.0910909999999999,12305323.0,113147870.01,454000000.0,1816000000.0,0.246106,9.08,2012-08-27,2012-06-30,23.12861430822362,3.6578993537124,-32.158109274051824,2.417964350171852,3.1335861481716645
sz002685,2012-06-13,9.2,9.49,9.11,9.38,0.03304,8418170.0,78144865.6,469000000.0,1876000000.0,0.168363,9.3800032,2012-08-27,2012-06-30,23.892775573913827,3.7787550592315315,-33.220601871212125,2.497853040155503,3.237119834507256
sz002685,2012-06-14,9.23,9.63,9.12,9.5,0.012793,7890380.0,73994067.13,475000000.0,1900000000.0,0.157808,9.500001580937601,2012-08-27,2012-06-30,24.19844008018991,3.8270973414391847,-33.645598910076245,2.529808516148964,3.2785323085501075
sz002685,2012-06-15,9.38,9.45,9.15,9.3,-0.021053,4174868.0,38938822.39,465000000.0,1860000000.0,0.083497,9.299998047654121,2012-08-27,2012-06-30,23.688999236396437,3.746526871093096,-32.93727051196938,2.4765493894931963,3.2095093678582023
sz002685,2012-06-18,9.34,9.45,9.25,9.34,0.004301,3093828.0,28975368.41,467000000.0,1868000000.0,0.061877,9.339997339257083,2012-08-27,2012-06-30,23.790887405155132,3.7626409651623143,-33.07893619159075,2.4872012148243496,3.2233134676493607
sz002685,2012-06-19,9.28,9.28,9.11,9.16,-0.019272,2671798.0,24506924.27,458000000.0,1832000000.0,0.053436,9.159996910534922,2012-08-27,2012-06-30,23.332390645741008,3.690127541850835,-32.44144063329457,2.4392680008341587,3.1611937705008226
sz002685,2012-06-20,9.16,9.24,9.1,9.17,0.001092,2682871.0,24607527.95,458500000.0,1834000000.0,0.053657,9.169999627161227,2012-08-27,2012-06-30,23.35786268793068,3.6941560653681393,-32.476857053199915,2.441930957166947,3.1646457940982096
sz002685,2012-06-21,9.16,9.46,9.12,9.38,0.0229009999999999,4353061.0,40426859.57,469000000.0,1876000000.0,0.087061,9.380001788622845,2012-08-27,2012-06-30,23.892775573913827,3.7787550592315315,-33.220601871212125,2.497853040155503,3.237119347428852
sz002685,2012-06-25,9.28,9.38,9.04,9.04,-0.036247,2700658.0,24753360.46,452000000.0,1808000000.0,0.054013,9.040004863790632,2012-08-27,2012-06-30,23.026726139464927,3.641785259643182,-32.01644359443045,2.407312524840698,3.1197834824425987
sz002685,2012-06-26,8.9,8.94,8.61,8.8,-0.026549,3272461.0,28743160.03,440000000.0,1760000000.0,0.065449,8.800001774661853,2012-08-27,2012-06-30,22.415397126912758,3.545100695227876,-31.166449516702208,2.343401572853777,3.03695635076723
sz002685,2012-06-27,8.8,9.12,8.75,8.99,0.021591,2874519.0,25890151.42,449500000.0,1798000000.0,0.05749,8.990002612978577,2012-08-27,2012-06-30,22.89936592851656,3.62164264205666,-31.839361494903734,2.3939977431767563,3.102527275336645
sz002685,2012-06-28,8.91,9.01,8.72,8.72,-0.0300329999999999,2004322.0,17762961.16,436000000.0,1744000000.0,0.040086,8.720005864502992,2012-08-27,2012-06-30,22.211620789395372,3.5128725070894413,-30.88311815745946,2.32209792219147,3.00934907367646
sz002685,2012-06-29,8.73,8.9,8.7,8.88,0.018349,1140399.0,10086310.0,444000000.0,1776000000.0,0.022808,8.880009252110758,2012-08-27,2012-06-30,22.619173464430148,3.5773288833663113,-31.449780875944956,2.364705223516084,3.064567619829349
sz002685,2012-07-02,8.95,8.97,8.84,8.9,0.002252,1069527.0,9506774.68,445000000.0,1780000000.0,0.021391,8.90000703294651,2012-08-27,2012-06-30,22.670117548809497,3.5853859304009204,-31.52061371575564,2.370031136181661,3.0714690261092046
sz002685,2012-07-03,8.95,9.28,8.82,9.2,0.033708,3988617.0,36314119.0,460000000.0,1840000000.0,0.079772,9.200008470013072,2012-08-27,2012-06-30,23.434278814499706,3.706241635920053,-32.583106312915945,2.4499198261653126,3.175002104041294
sz002685,2012-07-04,9.2,9.37,9.05,9.11,-0.009783,3403122.0,31398452.57,455500000.0,1822000000.0,0.068062,9.110004787150935,2012-08-27,2012-06-30,23.20503043479264,3.6699849242643126,-32.26435853376785,2.425953219170217,3.143941058457458
sz002685,2012-07-05,9.04,9.05,8.83,8.92,-0.020856,2296422.0,20453925.16,446000000.0,1784000000.0,0.045928,8.920006527310115,2012-08-27,2012-06-30,22.721061633188842,3.593442977435529,-31.59144655556633,2.3753570488472375,3.0783710237422692
sz002685,2012-07-06,8.9,9.01,8.68,8.96,0.004484,1771237.0,15696371.53,448000000.0,1792000000.0,0.035425,8.960003836578572,2012-08-27,2012-06-30,22.822949801947537,3.6095570715047463,-31.733112235187704,2.3860088741783914,3.0921744394127293
