code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_date,report_type,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz002681,2012-06-05,12.21,12.47,11.82,11.93,-0.044071,15508627.0,186439914.26,447375000.0,1789500000.0,0.413563,11.93,2012-08-10,2012-06-30,19.41314164371223,2.1854892345424175,38.709056450017286,2.0958347339844976,1.123313132266519
sz002681,2012-06-06,11.83,11.98,11.71,11.82,-0.00922,5823046.0,68876818.43,443250000.0,1773000000.0,0.155281,11.8200054,2012-08-10,2012-06-30,19.23414369058496,2.1653380345592104,38.35214142826524,2.0765101890776836,1.1129561851870218
sz002681,2012-06-07,11.91,11.94,11.76,11.82,0.0,4200787.0,49673629.29,443250000.0,1773000000.0,0.112021,11.8200054,2012-08-10,2012-06-30,19.23414369058496,2.1653380345592104,38.35214142826524,2.0765101890776836,1.1129561851870218
sz002681,2012-06-08,11.86,11.86,11.45,11.51,-0.0262269999999999,4303370.0,49899278.02,431625000.0,1726500000.0,0.114757,11.510002118374201,2012-08-10,2012-06-30,18.72969491358992,2.108548289151989,37.34629000332766,2.022050107976661,1.0837666833181219
sz002681,2012-06-11,11.57,11.59,11.22,11.42,-0.007819,3371848.0,38295962.14,428250000.0,1713000000.0,0.089916,11.420005411810633,2012-08-10,2012-06-30,18.583242042849427,2.0920609437111826,37.05426862189417,2.0062391166892675,1.0752927116212574
sz002681,2012-06-12,11.3,11.39,11.23,11.33,-0.007881,2918557.0,32964522.04,424875000.0,1699500000.0,0.077828,11.330004349160152,2012-08-10,2012-06-30,18.436789172108934,2.0755735982703767,36.76224724046068,1.990428125401874,1.0668183297609704
sz002681,2012-06-13,11.35,11.46,11.28,11.44,0.009709,2853681.0,32504594.5,429000000.0,1716000000.0,0.076098,11.440007361386149,2012-08-10,2012-06-30,18.615787125236203,2.0957247982535843,37.119162262212726,2.0097526703086883,1.0771760689246197
sz002681,2012-06-14,11.44,11.64,11.39,11.44,0.0,2964917.0,34133587.9,429000000.0,1716000000.0,0.079064,11.440007361386149,2012-08-10,2012-06-30,18.615787125236203,2.0957247982535843,37.119162262212726,2.0097526703086883,1.0771760689246197
sz002681,2012-06-15,11.4,11.53,11.28,11.38,-0.005245,2143240.0,24371779.33,426750000.0,1707000000.0,0.0571529999999999,11.380004522775678,2012-08-10,2012-06-30,18.518151878075876,2.08473323462638,36.924481341257064,1.9992120094504262,1.07152628044311
sz002681,2012-06-18,11.45,11.6,11.39,11.56,0.0158169999999999,2604000.0,29967389.44,433500000.0,1734000000.0,0.06944,11.560002054312422,2012-08-10,2012-06-30,18.811057619556863,2.1177079255079927,37.50852410412405,2.0308339920252134,1.0884746116208788
sz002681,2012-06-19,11.57,11.58,11.3,11.34,-0.019031,2253437.0,25751413.59,425250000.0,1701000000.0,0.0600919999999999,11.340003655216801,2012-08-10,2012-06-30,18.453061713302322,2.077405525541577,36.79469406061995,1.9921849022115845,1.0677598512871218
sz002681,2012-06-20,11.35,11.68,11.35,11.6,0.022928,3483780.0,40205388.04,435000000.0,1740000000.0,0.092901,11.600007259023613,2012-08-10,2012-06-30,18.876147784330417,2.125035634592795,37.63831138476115,2.0378610992640547,1.0922414491574328
sz002681,2012-06-21,11.56,11.59,11.37,11.51,-0.007759,1905438.0,21837898.5,431625000.0,1726500000.0,0.050812,11.51000280270085,2012-08-10,2012-06-30,18.72969491358992,2.108548289151989,37.34629000332766,2.022050107976661,1.0837667477534205
sz002681,2012-06-25,11.48,11.51,11.15,11.2,-0.026933,1847143.0,20980391.54,420000000.0,1680000000.0,0.049257,11.200003897215707,2012-08-10,2012-06-30,18.225246136594883,2.0517585437447674,36.34043857839008,1.967590026875639,1.0545776579361776
sz002681,2012-06-26,11.15,11.37,11.03,11.27,0.00625,1532606.0,17135446.66,422625000.0,1690500000.0,0.040869,11.270003921573307,2012-08-10,2012-06-30,18.3391539249486,2.0645820346431725,36.56756631950502,1.9798874645436118,1.0611687682982787
sz002681,2012-06-27,11.27,12.17,11.25,11.74,0.041704,7508894.0,88467925.72,440250000.0,1761000000.0,0.200237,11.7400081651186,2012-08-10,2012-06-30,19.103963361037852,2.150682616389605,38.09256686699103,2.0624559746,1.1054237506113902
sz002681,2012-06-29,11.37,11.65,11.08,11.59,-0.012777,4289281.0,48647642.02,434625000.0,1738500000.0,0.114381,11.590006080792879,2012-08-10,2012-06-30,18.85987524313703,2.1232037073215944,37.60586456460187,2.0361043224543445,1.0912997513498284
sz002681,2012-07-02,11.59,11.75,11.49,11.65,0.005177,3481561.0,40424227.27,436875000.0,1747500000.0,0.092842,11.650007542273144,2012-08-10,2012-06-30,18.95751049029736,2.1341952709487986,37.80054548555754,2.0466449833126066,1.0969494101625665
sz002681,2012-07-03,11.65,12.18,11.61,12.14,0.04206,7827045.0,93463107.76,455250000.0,1821000000.0,0.208721,12.140006859501153,2012-08-10,2012-06-30,19.754865008773386,2.2239597072376323,39.3904396733621,2.132727046988416,1.1430871023540041
sz002681,2012-07-04,12.05,12.2,11.85,12.05,-0.007414,5195164.0,62402270.85,451875000.0,1807500000.0,0.138538,12.05000084864481,2012-08-10,2012-06-30,19.60841213803289,2.207472361796826,39.09841829192862,2.1169160557010227,1.1346122545771513
sz002681,2012-07-05,11.98,11.98,11.68,11.84,-0.017427,3249863.0,38293642.73,444000000.0,1776000000.0,0.086663,11.840005483855476,2012-08-10,2012-06-30,19.266688772971737,2.1690018891016116,38.4170350685838,2.080023742697104,1.1148393668166354
sz002681,2012-07-06,11.86,11.9,11.28,11.6,-0.02027,4487169.0,51679559.81,435000000.0,1740000000.0,0.1196579999999999,11.600008572697726,2012-08-10,2012-06-30,18.876147784330417,2.125035634592795,37.63831138476115,2.0378610992640547,1.092241572851262
sz002681,2012-07-09,11.41,11.47,11.12,11.15,-0.038793,2705924.0,30547948.55,418125000.0,1672500000.0,0.072158,11.150009440137064,2012-08-10,2012-06-30,18.143883430627945,2.0425989073887645,36.178204477593695,1.958806142827087,1.049870245515643
sz002681,2012-07-10,11.14,11.33,11.1,11.14,-0.000897,1664714.0,18642508.59,417750000.0,1671000000.0,0.044392,11.14000788166926,2012-08-10,2012-06-30,18.127610889434557,2.0407669801175636,36.14575765743442,1.957049366017377,1.0489285119054155
sz002681,2012-07-11,11.14,11.18,10.6,10.8,-0.030521,3091223.0,33409023.11,405000000.0,1620000000.0,0.082433,10.800003701112832,2012-08-10,2012-06-30,17.574344488859353,1.9784814528967405,35.04256577201901,1.8973189544872235,1.0169141647935502
sz002681,2012-07-12,10.74,10.93,10.51,10.88,0.0074069999999999,1959533.0,21068541.87,408000000.0,1632000000.0,0.0522539999999999,10.879999328526974,2012-08-10,2012-06-30,17.704524818406462,1.993136871066346,35.302140333293224,1.9113731689649067,1.024446448012176
sz002681,2012-07-13,10.79,10.84,10.55,10.58,-0.027574,1616272.0,17272065.69,396750000.0,1587000000.0,0.043101,10.579994227042171,2012-08-10,2012-06-30,17.216348582604812,1.9381790529303253,34.328735728514914,1.8586698646735949,0.9961983616546883
sz002681,2012-07-16,10.62,10.66,10.06,10.08,-0.0472589999999999,1623067.0,16619755.82,378000000.0,1512000000.0,0.043282,10.079994279866385,2012-08-10,2012-06-30,16.402721522935398,1.846582689370291,32.706394720551074,1.7708310241880751,0.9491190232812494
sz002681,2012-07-17,10.07,10.16,9.95,10.14,0.005952,955061.0,9613035.98,380250000.0,1521000000.0,0.025468,10.13999040582015,2012-08-10,2012-06-30,16.500356770095728,1.8575742529974952,32.901075641506736,1.7813716850463377,0.9547681797078194
sz002681,2012-07-18,10.12,10.13,9.86,10.11,-0.002959,935813.0,9359958.5,379125000.0,1516500000.0,0.024955,10.109986174209327,2012-08-10,2012-06-30,16.45153914651556,1.852078471183893,32.8037351810289,1.7761013546172062,0.9519430206640639
sz002681,2012-07-19,10.06,10.35,10.05,10.18,0.006924,1229154.0,12569494.38,381750000.0,1527000000.0,0.032777,10.179987718479552,2012-08-10,2012-06-30,16.56544693486928,1.8649019620822977,33.03086292214384,1.788398792285179,0.9585342741391417
sz002681,2012-07-20,10.19,10.37,10.12,10.16,-0.0019649999999999,1340962.0,13760323.8,381000000.0,1524000000.0,0.035759,10.15998404261274,2012-08-10,2012-06-30,16.532901852482503,1.8612381075398965,32.96596928182529,1.7848852386657583,0.9566507542904584
sz002681,2012-07-23,10.1,10.1,9.96,10.03,-0.012795,632931.0,6341943.02,376125000.0,1504500000.0,0.016878,10.029987046787511,2012-08-10,2012-06-30,16.321358816968456,1.8374230530142874,32.544160619754685,1.762047140139523,0.9444104078893121
sz002681,2012-07-24,9.98,10.25,9.91,10.2,0.016949,644379.0,6522098.82,382500000.0,1530000000.0,0.017183,10.199985297243513,2012-08-10,2012-06-30,16.597992017256054,1.868565816624699,33.09575656246239,1.7919123459045998,0.9604172198926281
sz002681,2012-07-25,10.15,10.56,9.95,10.29,0.008824,1741826.0,18049378.94,385875000.0,1543500000.0,0.046449,10.289989967506388,2012-08-10,2012-06-30,16.74444488799655,1.885053162065505,33.387777943895884,1.8077233371919932,0.9688919414409605
sz002681,2012-07-26,10.2,10.4,10.05,10.06,-0.022352,1070390.0,10967248.95,377250000.0,1509000000.0,0.028544,10.059988111752686,2012-08-10,2012-06-30,16.370176440548622,1.8429188348278898,32.641501080232516,1.7673174705686545,0.9472352687658722
sz002681,2012-07-27,10.12,10.18,10.04,10.05,-0.0009939999999999,844795.0,8532899.35,376875000.0,1507500000.0,0.022528,10.049988483569605,2012-08-10,2012-06-30,16.35390389935523,1.841086907556689,32.60905426007324,1.765560693758944,0.946293716908719
sz002681,2012-07-30,10.06,10.15,9.72,9.78,-0.026866,1015656.0,10095659.26,366750000.0,1467000000.0,0.0270839999999999,9.779985492970022,2012-08-10,2012-06-30,15.914545287133746,1.7916248712342702,31.732990115772765,1.7181277198967633,0.9208705899102493
sz002681,2012-07-31,9.7,9.85,9.46,9.48,-0.030675,1169805.0,11176145.05,355500000.0,1422000000.0,0.031195,9.479984437973167,2012-08-10,2012-06-30,15.4263690513321,1.73666705309825,30.759585510994462,1.6654244156054516,0.8926228845647523
sz002681,2012-08-01,9.48,9.66,9.48,9.58,0.010549,860864.0,8242792.22,359250000.0,1437000000.0,0.022956,9.579988793809344,2012-08-10,2012-06-30,15.589094463265981,1.7549863258102567,31.084053712587227,1.6829921837025557,0.9020391633740258
sz002681,2012-08-02,9.55,9.62,9.32,9.4,-0.018789,794461.0,7534916.83,352500000.0,1410000000.0,0.021186,9.39999038436246,2012-08-10,2012-06-30,15.296188721784993,1.7220116349286443,30.500010949720245,1.6513702011277684,0.8850907495333912
sz002681,2012-08-03,9.42,9.67,9.42,9.67,0.028723,1006744.0,9652709.88,362625000.0,1450500000.0,0.026847,9.669986308172504,2012-08-10,2012-06-30,15.735547334006476,1.7714736712510628,31.37607509402072,1.698803174989949,0.9105132111322388
sz002681,2012-08-06,9.6,10.05,9.59,9.98,0.0320579999999999,1532184.0,15062789.45,374250000.0,1497000000.0,0.040858,9.979986729239897,2012-08-10,2012-06-30,16.239996111001513,1.828263416658284,32.3819265189583,1.7532632560909713,0.9397024436547161
sz002681,2012-08-07,9.95,10.04,9.85,9.98,0.0,1318013.0,13100590.73,374250000.0,1497000000.0,0.035147,9.979986729239897,2012-08-10,2012-06-30,16.239996111001513,1.828263416658284,32.3819265189583,1.7532632560909713,0.9397024436547161
sz002681,2012-08-08,9.98,10.07,9.85,9.96,-0.0020039999999999,797325.0,7931742.71,373500000.0,1494000000.0,0.021262,9.959986835834503,2012-08-10,2012-06-30,16.207451028614738,1.8245995621158828,32.31703287863975,1.7497497024715505,0.9378192799576323
sz002681,2012-08-09,9.95,10.16,9.9,10.11,0.0150599999999999,1500925.0,15096322.42,379125000.0,1516500000.0,0.040025,10.109984237582168,2012-08-10,2012-06-30,16.45153914651556,1.852078471183893,32.8037351810289,1.7761013546172062,0.951942838313794
sz002681,2012-08-10,10.25,10.4,10.13,10.27,0.015826,2432923.0,25026688.17,385125000.0,1540500000.0,0.0648779999999999,10.269984848126143,2012-08-10,2012-06-30,16.71189980560977,1.8813893075231038,33.32288430357733,1.8042097835725726,0.967008285672948
sz002681,2012-08-13,10.22,10.34,10.05,10.11,-0.0155789999999999,1610215.0,16439944.56,379125000.0,1516500000.0,0.042939,10.109988754177188,2013-04-11,2012-12-31,20.138308965790912,1.9264891749965776,14.17648229481865,1.6986198241384378,0.9519432635904492
sz002681,2012-08-14,10.1,10.28,9.98,10.28,0.016815,1103713.0,11199706.76,385500000.0,1542000000.0,0.029432,10.279988215078676,2013-04-11,2012-12-31,20.47693532822261,1.9588831571676377,14.414860335384343,1.7271821752861662,0.9679501895677227
sz002681,2012-08-15,10.23,10.23,10.0,10.02,-0.025292,1142159.0,11515170.69,375750000.0,1503000000.0,0.030458,10.019986753142907,2013-04-11,2012-12-31,19.959036185680016,1.9093394197295457,14.050282155695635,1.6834985794131698,0.9434687933731758
sz002681,2012-08-16,10.0,10.05,9.82,9.82,-0.01996,729959.0,7255978.26,368250000.0,1473000000.0,0.019466,9.819987817550174,2013-04-11,2012-12-31,19.56065222987802,1.8712288524694751,13.769837402088937,1.6498958133570187,0.9246371562574472
sz002681,2012-08-17,9.78,9.9,9.78,9.87,0.005092,502619.0,4946827.6,370125000.0,1480500000.0,0.013403,9.86999119551714,2013-04-11,2012-12-31,19.660248218828517,1.8807564942844925,13.839948590490609,1.6582965048710565,0.9293454086571102
sz002681,2012-08-20,9.79,9.99,9.79,9.97,0.0101319999999999,430010.0,4257284.51,373875000.0,1495500000.0,0.011467,9.969993946310119,2013-04-11,2012-12-31,19.85944019672952,1.8998117779145283,13.980170967293962,1.6750978878991323,0.9387615363376239
sz002681,2012-08-21,9.97,10.34,9.97,10.24,0.027081,1707499.0,17431292.35,384000000.0,1536000000.0,0.045533,10.239991352370144,2013-04-11,2012-12-31,20.397258537062214,1.9512610437156237,14.358771384663005,1.720461622074936,0.9641841375031831
sz002681,2012-08-22,10.14,10.46,10.02,10.29,0.019531,2378805.0,24441139.45,385875000.0,1543500000.0,0.063435,10.439988623473283,2013-04-11,2012-12-31,20.49685452601271,1.9607886855306411,14.428882573064678,1.7288623135889738,0.9830156178927577
sz002681,2012-08-23,10.22,10.45,10.17,10.43,0.013605,1922615.0,19874787.64,391125000.0,1564500000.0,0.05127,10.58202466869564,2013-04-11,2012-12-31,20.77572329507411,1.9874660826126909,14.625193900589368,1.7523842498282796,0.9963895453741889
sz002681,2012-08-24,10.4,10.4,10.07,10.07,-0.034516,1581245.0,16161829.18,377625000.0,1510500000.0,0.042167,10.216775505230942,2013-04-11,2012-12-31,20.058632174630517,1.9188670615445635,14.12039334409731,1.6918992709272076,0.9619981638260534
sz002681,2012-08-27,10.08,10.08,9.8,9.84,-0.02284,990217.0,9826169.31,369000000.0,1476000000.0,0.026406,9.983424352691467,2013-04-11,2012-12-31,19.60049062545822,1.8750399091954821,13.797881877449607,1.6532560899626338,0.9400261257642664
sz002681,2012-08-28,9.86,10.04,9.84,9.99,0.015244,1517713.0,15079178.66,374625000.0,1498500000.0,0.040472,10.135611673523895,2013-04-11,2012-12-31,19.899278592309717,1.9036228346405353,14.008215442654631,1.6784581645047472,0.9543558840254169
sz002681,2012-08-29,9.97,10.3,9.9,10.05,0.006006,1555771.0,15752278.4,376875000.0,1507500000.0,0.041487,10.19648615723508,2013-04-11,2012-12-31,20.018793779050316,1.9150560048185565,14.092348868736641,1.6885389943215927,0.9600877454648735
sz002681,2012-08-30,10.05,10.26,9.6,9.82,-0.022886,1558539.0,15463699.19,368250000.0,1473000000.0,0.041561,9.963129375040598,2013-04-11,2012-12-31,19.56065222987802,1.8712288524694751,13.769837402088937,1.6498958133570187,0.9381151773221644
sz002681,2012-08-31,9.7,9.91,9.65,9.83,0.001018,833872.0,8178480.74,368625000.0,1474500000.0,0.022237,9.973271840744388,2013-04-11,2012-12-31,19.58057142766812,1.8731343808324785,13.783859639769272,1.6515759516598263,0.9390701785726784
sz002681,2012-09-03,9.87,10.12,9.81,10.1,0.027467,1150036.0,11503382.56,378750000.0,1515000000.0,0.030668,10.247207698394114,2013-04-11,2012-12-31,20.118389768000814,1.924583646633574,14.162460057138315,1.6969396858356303,0.964863619167534
sz002681,2012-09-04,10.08,11.11,10.07,11.11,0.1,9368907.0,101625918.91,416625000.0,1666500000.0,0.249838,11.271928468233526,2013-04-11,2012-12-31,22.130228744800895,2.1170420112969315,15.578706062852145,1.8666336544191933,1.0613499810842875
sz002681,2012-09-05,11.18,11.68,10.9,11.53,0.037804,12341487.0,139769624.9,432375000.0,1729500000.0,0.329106,11.698052452046625,2013-04-11,2012-12-31,22.966835051985086,2.19707420254308,16.167640045426214,1.9371994631371106,1.1014732557691977
sz002681,2012-09-06,11.36,11.65,11.19,11.32,-0.018213,7457394.0,84604636.49,424500000.0,1698000000.0,0.198864,11.484995822737499,2013-04-11,2012-12-31,22.548531898392994,2.157058106920006,15.873173054139182,1.9019165587781521,1.0814121233618734
sz002681,2012-09-07,11.33,11.8,11.25,11.35,0.00265,8262850.0,94749697.88,425625000.0,1702500000.0,0.2203429999999999,11.515431061667755,2013-04-11,2012-12-31,22.60828949176329,2.1627746920090165,15.915239767180186,1.9069569736865746,1.0842778654887824
sz002681,2012-09-10,11.35,11.86,11.0,11.58,0.0202639999999999,7046296.0,80623662.6,434250000.0,1737000000.0,0.187901,11.748779756701389,2013-04-11,2012-12-31,23.066431040935587,2.2066018443580977,16.23775123382789,1.9456001546511483,1.106249672155047
sz002681,2012-09-11,11.42,11.53,11.19,11.31,-0.023316,3710207.0,42065801.21,424125000.0,1696500000.0,0.098939,11.47484520789414,2013-04-11,2012-12-31,22.528612700602896,2.1551525785570025,15.859150816458847,1.9002364204753446,1.08045635479908
sz002681,2012-09-12,11.3,11.78,11.19,11.57,0.022989,5572008.0,64115636.42,433875000.0,1735500000.0,0.148587,11.738640424378417,2013-04-11,2012-12-31,23.04651184314549,2.2046963159950943,16.223728996147557,1.943920016348341,1.105294965939556
sz002681,2012-09-13,11.6,11.87,11.09,11.17,-0.034572,5962467.0,68214119.48,418875000.0,1675500000.0,0.158999,11.332812147626806,2013-04-11,2012-12-31,22.249743931541495,2.1284751814749527,15.662839488934157,1.8767144842360386,1.0670827083770935
sz002681,2012-09-14,11.3,11.35,10.83,10.98,-0.01701,3324399.0,36613638.16,411750000.0,1647000000.0,0.088651,11.140041012995674,2013-04-11,2012-12-31,21.8712791735296,2.0922701425778856,15.396416973007792,1.8447918564826953,1.0489316315075992
sz002681,2012-09-17,10.97,10.98,10.59,10.6,-0.034608,2024024.0,21765927.14,397500000.0,1590000000.0,0.053974,10.754506473617921,2013-04-11,2012-12-31,21.114349657505805,2.019860064783751,14.863571941155064,1.780946600976008,1.012630205604384
