code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_date,report_type,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz002687,2012-07-13,24.5,26.6,24.5,25.38,0.103478,19172471.0,489330036.66,625617000.0,2501706600.0,0.777788,25.38,2012-08-23,2012-06-30,24.456908119151638,3.815011982252021,30.407698856355168,6.8091452454233306,3.82586274775757
sz002687,2012-07-16,24.05,24.19,22.84,22.84,-0.100079,4196544.0,98062370.86,563006000.0,2251338800.0,0.170245,22.83999498,2012-08-23,2012-06-30,22.009290048913453,3.4332101526649397,27.364532776956345,6.12769414521154,3.44297422982474
sz002687,2012-07-17,20.72,21.99,20.56,21.64,-0.0525389999999999,9201972.0,193733594.41,533426000.0,2133054800.0,0.373305,21.640004483745784,2012-08-23,2012-06-30,20.85293505510014,3.2528313355371847,25.92681651897265,5.805748743536678,3.2620838067639784
sz002687,2012-07-18,21.0,21.58,20.22,20.7,-0.043438,5702366.0,118545068.34,510255000.0,2040399000.0,0.2313329999999999,20.700005968980836,2012-08-23,2012-06-30,19.947123643279706,3.1115345954537763,24.800605450218754,5.553558178891369,3.1203854103657647
sz002687,2012-07-19,20.5,21.43,20.31,20.9,0.009662,5056746.0,106123790.15,515185000.0,2060113000.0,0.205142,20.900009426653128,2012-08-23,2012-06-30,20.139849475581926,3.1415977316417356,25.04022482654937,5.607215745837179,3.150534574200719
sz002687,2012-07-20,20.66,21.35,20.25,21.19,0.013876,5902185.0,122683451.66,522333500.0,2088698300.0,0.23944,21.190017957457368,2012-08-23,2012-06-30,20.419301932420147,3.185189279114277,25.387672922228766,5.6850192179086045,3.1942513919523283
sz002687,2012-07-23,20.9,21.82,20.34,21.72,0.025012,5186819.0,109864392.16,535398000.0,2140940400.0,0.210419,21.72002268660929,2012-08-23,2012-06-30,20.930025388021026,3.2648565900123683,26.022664269504894,5.827211770315001,3.27414600776784
sz002687,2012-07-24,21.36,21.87,21.3,21.53,-0.008748,4109895.0,88577273.55,530714500.0,2122212100.0,0.16673,21.530015928146835,2012-08-23,2012-06-30,20.74693584733392,3.2362966106338074,25.795025861990812,5.7762370817164825,3.245503778491887
sz002687,2012-07-25,21.52,22.45,20.9,21.7,0.007896,5431745.0,118375316.31,534905000.0,2138969000.0,0.220355,21.700016933915478,2012-08-23,2012-06-30,20.910752804790803,3.2618502763935724,25.998702331871833,5.82184601362042,3.2711302763268586
sz002687,2012-07-26,21.63,22.1,21.27,21.27,-0.019816,3867102.0,83652756.9,524305500.0,2096583900.0,0.15688,21.270009398353007,2012-08-23,2012-06-30,20.496392265341033,3.19721453358946,25.48352067276101,5.706482244686929,3.2063095587711654
sz002687,2012-07-27,21.28,21.78,20.96,21.37,0.0047009999999999,2699209.0,57800521.84,526770500.0,2106440900.0,0.109501,21.36999971253466,2012-08-23,2012-06-30,20.592755181492144,3.21224610168344,25.60333036092632,5.733311028159834,3.221382420006948
